ticker,report_date,fiscal_year,downstream_metric,chain_path,root_metric,root_cause,root_reason,is_primary_root_item
GOOGL,2022-12-31,2022,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (221000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2022-12-31,2022,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (221000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2022-12-31,2022,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (221000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2022-12-31,2022,nopat,nopat -> effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2022-12-31,2022,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (221000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2022-12-31,2022,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2023') — תנאי 2 לא הוכח.,False
GOOGL,2022-12-31,2022,roic,roic -> nopat -> effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2022-12-31,2022,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (221000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2022-12-31,2022,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2023') — תנאי 2 לא הוכח.,False
GOOGL,2023-12-31,2023,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (1299000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
GOOGL,2023-12-31,2023,pretax_income,pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,True
GOOGL,2023-12-31,2023,effective_tax_rate,effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2023-12-31,2023,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (1299000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2023-12-31,2023,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (1299000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2023-12-31,2023,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (1299000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2023-12-31,2023,nopat,nopat -> effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2023-12-31,2023,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (1299000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2023-12-31,2023,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2024') — תנאי 2 לא הוכח.,False
GOOGL,2023-12-31,2023,roic,roic -> nopat -> effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2023-12-31,2023,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (1299000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2023-12-31,2023,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2024') — תנאי 2 לא הוכח.,False
GOOGL,2024-12-31,2024,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (1000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
GOOGL,2024-12-31,2024,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (1000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2024-12-31,2024,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (1000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2024-12-31,2024,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (1000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2024-12-31,2024,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (1000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2024-12-31,2024,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2025') — תנאי 2 לא הוכח.,False
GOOGL,2024-12-31,2024,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (1000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2024-12-31,2024,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2025') — תנאי 2 לא הוכח.,False
GOOGL,2025-12-31,2025,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
GOOGL,2025-12-31,2025,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2025-12-31,2025,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2025-12-31,2025,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2025-12-31,2025,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2025-12-31,2025,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2026') — תנאי 2 לא הוכח.,False
GOOGL,2025-12-31,2025,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2025-12-31,2025,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2026') — תנאי 2 לא הוכח.,False
AMZN,2021-12-31,2021,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (1493000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
AMZN,2021-12-31,2021,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (1493000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2021-12-31,2021,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (1493000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2021-12-31,2021,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (1493000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (1493000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2022') — תנאי 2 לא הוכח.,False
AMZN,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (1493000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2022') — תנאי 2 לא הוכח.,False
AMZN,2022-12-31,2022,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (3000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
AMZN,2022-12-31,2022,effective_tax_rate,effective_tax_rate,effective_tax_rate,effective_tax_rate::pretax_income_not_positive,Pretax Income אינו חיובי (-5936000000.0) — לא ניתן לחשב שיעור מס אפקטיבי מהימן.,True
AMZN,2022-12-31,2022,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (3000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2022-12-31,2022,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (3000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2022-12-31,2022,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (3000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2022-12-31,2022,nopat,nopat -> effective_tax_rate,effective_tax_rate,effective_tax_rate::pretax_income_not_positive,Pretax Income אינו חיובי (-5936000000.0) — לא ניתן לחשב שיעור מס אפקטיבי מהימן.,False
AMZN,2022-12-31,2022,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (3000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2022-12-31,2022,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2023') — תנאי 2 לא הוכח.,False
AMZN,2022-12-31,2022,roic,roic -> nopat -> effective_tax_rate,effective_tax_rate,effective_tax_rate::pretax_income_not_positive,Pretax Income אינו חיובי (-5936000000.0) — לא ניתן לחשב שיעור מס אפקטיבי מהימן.,False
AMZN,2022-12-31,2022,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (3000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2022-12-31,2022,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2023') — תנאי 2 לא הוכח.,False
AMZN,2023-12-31,2023,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (8500000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
AMZN,2023-12-31,2023,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (8500000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2023-12-31,2023,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (8500000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2023-12-31,2023,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (8500000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2023-12-31,2023,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (8500000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2023-12-31,2023,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2024') — תנאי 2 לא הוכח.,False
AMZN,2023-12-31,2023,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (8500000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2023-12-31,2023,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2024') — תנאי 2 לא הוכח.,False
AMZN,2024-12-31,2024,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (5000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
AMZN,2024-12-31,2024,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (5000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2024-12-31,2024,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (5000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2024-12-31,2024,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (5000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2024-12-31,2024,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (5000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2024-12-31,2024,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2025') — תנאי 2 לא הוכח.,False
AMZN,2024-12-31,2024,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (5000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2024-12-31,2024,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2025') — תנאי 2 לא הוכח.,False
AMZN,2025-12-31,2025,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2752000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
AMZN,2025-12-31,2025,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2752000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2025-12-31,2025,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2752000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2025-12-31,2025,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2752000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2025-12-31,2025,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2752000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2025-12-31,2025,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2026') — תנאי 2 לא הוכח.,False
AMZN,2025-12-31,2025,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2752000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
AMZN,2025-12-31,2025,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2026') — תנאי 2 לא הוכח.,False
